id,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
10936,NCO43,5.5,LF,0.0,Others,103.102,OUT045,2002,Small,Tier 2,Supermarket Type1,2024.03
10937,NCQ38,16.35,Low Fat,0.013442,Others,104.528,OUT017,2007,Medium,Tier 2,Supermarket Type1,1065.28
10938,NCQ38,16.35,Low Fat,0.0134209,Others,104.828,OUT018,2009,Medium,Tier 3,Supermarket Type2,1810.98
10939,NCQ38,,Low Fat,0.0133017,Others,105.028,OUT027,1985,Medium,Tier 3,Supermarket Type3,7895.83
10940,NCQ38,16.35,Low Fat,0.0133664,Others,105.228,OUT046,1997,Small,Tier 1,Supermarket Type1,1806.5
10941,NCO55,12.8,Low Fat,0.0909615,Others,105.294,OUT013,1987,High,Tier 3,Supermarket Type1,1442.1
10942,NCQ38,16.35,Low Fat,0.0133553,Others,105.528,OUT013,1987,High,Tier 3,Supermarket Type1,2024.03
10943,NCO55,12.8,Low Fat,0.0912219,Others,105.594,OUT045,2002,Small,Tier 2,Supermarket Type1,2143.88
10944,NCQ38,16.35,Low Fat,0.0133872,Others,105.628,OUT049,1999,Medium,Tier 1,Supermarket Type1,1065.28
10945,NCO55,,Low Fat,0.159394,Others,105.694,OUT019,1985,Small,Tier 1,Grocery Store,214.388
10946,NCQ38,16.35,Low Fat,0.0133935,Others,106.028,OUT045,2002,Small,Tier 2,Supermarket Type1,1065.28
10947,NCQ38,16.35,Low Fat,0.0133639,Others,106.128,OUT035,2004,Small,Tier 2,Supermarket Type1,1917.5
10948,NCO55,12.8,Low Fat,0.09102,Others,106.694,OUT035,2004,Small,Tier 2,Supermarket Type1,1502.25
10949,NCO55,,Low Fat,0.0905964,Others,106.694,OUT027,1985,Medium,Tier 3,Supermarket Type3,2251.07
10950,NCO55,12.8,Low Fat,0.0915522,Others,107.194,OUT017,2007,Medium,Tier 2,Supermarket Type1,1481.85
10951,NCQ43,17.75,Low Fat,0.111302,Others,107.591,OUT046,1997,Small,Tier 1,Supermarket Type1,1528.68
10952,NCQ43,17.75,LF,0.111209,Others,107.791,OUT013,1987,High,Tier 3,Supermarket Type1,982.721
10953,NCQ43,17.75,Low Fat,0.111475,Others,108.091,OUT049,1999,Medium,Tier 1,Supermarket Type1,1637.87
10954,NCQ43,17.75,Low Fat,0.186296,Others,108.191,OUT010,1998,Medium,Tier 3,Grocery Store,2093.23
10955,NCO55,12.8,Low Fat,0.152378,Others,108.194,OUT010,1998,Medium,Tier 3,Grocery Store,428.775
10956,NCQ38,,LF,0.0234029,Others,108.228,OUT019,1985,Small,Tier 1,Grocery Store,213.056
10957,NCQ43,,Low Fat,0.110763,Others,108.591,OUT027,1985,Medium,Tier 3,Supermarket Type3,1637.87
10958,NCQ43,17.75,Low Fat,0.0,Others,108.691,OUT018,2009,Medium,Tier 3,Supermarket Type2,1201.1
10959,NCQ43,17.75,Low Fat,0.111931,Others,108.891,OUT017,2007,Medium,Tier 2,Supermarket Type1,327.574
10960,NCO55,12.8,LF,0.0914081,Others,108.994,OUT018,2009,Medium,Tier 3,Supermarket Type2,1071.94
10961,NCO55,12.8,Low Fat,0.0910372,Others,108.994,OUT046,1997,Small,Tier 1,Supermarket Type1,1478.83
10962,NCO55,12.8,Low Fat,0.0911788,Others,109.194,OUT049,1999,Medium,Tier 1,Supermarket Type1,1481.54
10963,NCQ43,17.75,Low Fat,0.0,Others,109.891,OUT035,2004,Small,Tier 2,Supermarket Type1,2048.1
10964,NCQ43,17.75,Low Fat,0.111527,Others,110.291,OUT045,2002,Small,Tier 2,Supermarket Type1,873.53
10965,NCQ43,,Low Fat,0.194875,Others,110.291,OUT019,1985,Small,Tier 1,Grocery Store,218.382
10966,NCM19,12.65,Low Fat,0.0472283,Others,110.72,OUT035,2004,Small,Tier 2,Supermarket Type1,1526.67
10967,NCM19,12.65,Low Fat,0.0475044,Others,111.42,OUT017,2007,Medium,Tier 2,Supermarket Type1,1479.94
10968,NCM19,12.65,Low Fat,0.0,Others,111.82,OUT010,1998,Medium,Tier 3,Grocery Store,1541.83
10969,NCM19,12.65,Low Fat,0.0474297,Others,112.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,1516.25
10970,NCM19,,Low Fat,0.0470085,Others,112.02,OUT027,1985,Medium,Tier 3,Supermarket Type3,5063.41
10971,NCM19,12.65,Low Fat,0.0472372,Others,112.52,OUT046,1997,Small,Tier 1,Supermarket Type1,787.641
10972,NCM19,12.65,Low Fat,0.0473107,Others,113.32,OUT049,1999,Medium,Tier 1,Supermarket Type1,1576.85
10973,NCM19,12.65,Low Fat,0.047333,Others,113.82,OUT045,2002,Small,Tier 2,Supermarket Type1,1800.32
10974,NCM19,12.65,Low Fat,0.0471979,Others,114.12,OUT013,1987,High,Tier 3,Supermarket Type1,3488.13
10975,NCN43,12.15,Low Fat,0.00679798,Others,121.373,OUT017,2007,Medium,Tier 2,Supermarket Type1,1622.15
10976,NCN43,,Low Fat,0.0118354,Others,121.373,OUT019,1985,Small,Tier 1,Grocery Store,246.346
10977,NCN43,12.15,Low Fat,0.00675846,Others,121.973,OUT035,2004,Small,Tier 2,Supermarket Type1,1615.35
10978,NCN43,12.15,Low Fat,0.00675412,Others,122.173,OUT013,1987,High,Tier 3,Supermarket Type1,2586.63
10979,NCN43,12.15,Low Fat,0.00678728,Others,122.573,OUT018,2009,Medium,Tier 3,Supermarket Type2,1638.19
10980,NCN43,12.15,Low Fat,0.0113144,Others,122.973,OUT010,1998,Medium,Tier 3,Grocery Store,123.173
10981,NCN43,12.15,Low Fat,0.00677345,Others,123.673,OUT045,2002,Small,Tier 2,Supermarket Type1,1577.76
10982,NCN43,12.15,Low Fat,0.0,Others,123.773,OUT046,1997,Small,Tier 1,Supermarket Type1,3325.67
10983,NCN43,12.15,Low Fat,0.00677025,Others,124.473,OUT049,1999,Medium,Tier 1,Supermarket Type1,1231.73
10984,NCN43,,Low Fat,0.00672701,Others,125.173,OUT027,1985,Medium,Tier 3,Supermarket Type3,3202.5
10985,NCN07,18.5,Low Fat,0.0339447,Others,129.928,OUT046,1997,Small,Tier 1,Supermarket Type1,1054.63
10986,NCN07,18.5,Low Fat,0.0339975,Others,129.928,OUT049,1999,Medium,Tier 1,Supermarket Type1,1845.6
10987,NCN07,18.5,Low Fat,0.0341367,Others,130.028,OUT017,2007,Medium,Tier 2,Supermarket Type1,2525.8
10988,NCN07,,Low Fat,0.0337803,Others,130.428,OUT027,1985,Medium,Tier 3,Supermarket Type3,3861.08
10989,NCN07,18.5,Low Fat,0.0339165,Others,130.928,OUT013,1987,High,Tier 3,Supermarket Type1,1713.77
10990,NCN07,18.5,Low Fat,0.034083,Others,130.928,OUT018,2009,Medium,Tier 3,Supermarket Type2,1977.43
10991,NCN07,18.5,Low Fat,0.0568165,Others,132.128,OUT010,1998,Medium,Tier 3,Grocery Store,263.657
10992,NCN07,18.5,Low Fat,0.0339383,Others,132.528,OUT035,2004,Small,Tier 2,Supermarket Type1,1318.28
10993,NCN07,,Low Fat,0.0594328,Others,133.028,OUT019,1985,Small,Tier 1,Grocery Store,2238.3
10994,NCN07,18.5,Low Fat,0.0340135,Others,133.228,OUT045,2002,Small,Tier 2,Supermarket Type1,2768.4
10995,NCM31,,Low Fat,0.0808034,Others,140.115,OUT027,1985,Medium,Tier 3,Supermarket Type3,1734.03
10996,NCM31,6.095,Low Fat,0.0815274,Others,140.315,OUT018,2009,Medium,Tier 3,Supermarket Type2,1843.6
10997,NCL19,15.35,Low Fat,0.0157649,Others,141.147,OUT017,2007,Medium,Tier 2,Supermarket Type1,2318.27
10998,NCL19,15.35,Low Fat,0.0157006,Others,141.147,OUT049,1999,Medium,Tier 1,Supermarket Type1,2719.79
10999,NCM31,6.095,Low Fat,0.0813229,Others,141.215,OUT049,1999,Medium,Tier 1,Supermarket Type1,929.565
11000,NCM31,6.095,Low Fat,0.0811966,Others,141.415,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.15
11001,NCL31,7.39,Low Fat,0.120181,Others,141.447,OUT013,1987,High,Tier 3,Supermarket Type1,2290.35
11002,NCL31,7.39,Low Fat,0.120258,Others,141.547,OUT035,2004,Small,Tier 2,Supermarket Type1,2290.35
11003,NCM31,6.095,Low Fat,0.135906,Others,141.915,OUT010,1998,Medium,Tier 3,Grocery Store,942.822
11004,NCM31,6.095,Low Fat,0.0813613,Others,141.915,OUT045,2002,Small,Tier 2,Supermarket Type1,2694.49
11005,NCL19,,Low Fat,0.0156003,Others,141.947,OUT027,1985,Medium,Tier 3,Supermarket Type3,9098.98
11006,NCL31,7.39,Low Fat,0.120525,Others,142.247,OUT045,2002,Small,Tier 2,Supermarket Type1,2433.5
11007,NCL19,,Low Fat,0.0274471,Others,142.347,OUT019,1985,Small,Tier 1,Grocery Store,5186.24
11008,NCM31,6.095,low fat,0.0,Others,142.515,OUT035,2004,Small,Tier 2,Supermarket Type1,920.749
11009,NCL31,7.39,Low Fat,0.120281,Others,142.747,OUT046,1997,Small,Tier 1,Supermarket Type1,3149.23
11010,NCL19,15.35,LF,0.0,Others,142.747,OUT010,1998,Medium,Tier 3,Grocery Store,2388.37
11011,NCL31,,Low Fat,0.119699,Others,143.047,OUT027,1985,Medium,Tier 3,Supermarket Type3,3578.68
11012,NCM31,6.095,Low Fat,0.0816559,Others,143.315,OUT017,2007,Medium,Tier 2,Supermarket Type1,2836.31
11013,NCL31,7.39,Low Fat,0.120771,Others,143.447,OUT018,2009,Medium,Tier 3,Supermarket Type2,2290.35
11014,NCL19,15.35,Low Fat,0.015708,Others,143.447,OUT045,2002,Small,Tier 2,Supermarket Type1,2576.65
11015,NCM31,6.095,Low Fat,0.0811291,Others,143.815,OUT013,1987,High,Tier 3,Supermarket Type1,929.148
11016,NCL31,7.39,Low Fat,0.120961,Others,143.847,OUT017,2007,Medium,Tier 2,Supermarket Type1,4867.0
11017,NCL19,15.35,Low Fat,0.0156632,Others,143.947,OUT013,1987,High,Tier 3,Supermarket Type1,3006.09
11018,NCL19,15.35,Low Fat,0.0156762,Others,144.047,OUT046,1997,Small,Tier 1,Supermarket Type1,286.294
11019,NCL31,,Low Fat,0.210596,Others,144.747,OUT019,1985,Small,Tier 1,Grocery Store,143.147
11020,NCL19,15.35,Low Fat,0.0157401,Others,144.847,OUT018,2009,Medium,Tier 3,Supermarket Type2,2445.74
11021,NCL19,15.35,Low Fat,0.0156733,Others,145.047,OUT035,2004,Small,Tier 2,Supermarket Type1,2719.79
11022,NCL31,7.39,LF,0.120468,Others,145.147,OUT049,1999,Medium,Tier 1,Supermarket Type1,5296.44
11023,NCM26,20.5,Low Fat,0.0231388,Others,152.734,OUT035,2004,Small,Tier 2,Supermarket Type1,3287.6
11024,NCM26,20.5,Low Fat,0.0231432,Others,152.934,OUT046,1997,Small,Tier 1,Supermarket Type1,3291.9
11025,NCM26,20.5,Low Fat,0.0,Others,153.334,OUT018,2009,Medium,Tier 3,Supermarket Type2,3363.38
11026,NCM26,20.5,Low Fat,0.0231901,Others,153.434,OUT045,2002,Small,Tier 2,Supermarket Type1,3981.48
11027,NCM26,,Low Fat,0.0405208,Others,153.934,OUT019,1985,Small,Tier 1,Grocery Store,153.134
11028,NCM26,20.5,LF,0.0231792,Others,154.034,OUT049,1999,Medium,Tier 1,Supermarket Type1,2450.14
11029,NCM26,20.5,LF,0.0232741,Others,154.134,OUT017,2007,Medium,Tier 2,Supermarket Type1,2909.55
11030,NCM26,,Low Fat,0.0230311,Others,154.534,OUT027,1985,Medium,Tier 3,Supermarket Type3,6709.79
11031,NCM26,20.5,LF,0.0231239,Others,154.634,OUT013,1987,High,Tier 3,Supermarket Type1,2297.01
11032,NCM43,14.5,Low Fat,0.0194592,Others,161.621,OUT013,1987,High,Tier 3,Supermarket Type1,2120.57
11033,NCM43,14.5,Low Fat,0.0195547,Others,162.421,OUT018,2009,Medium,Tier 3,Supermarket Type2,1957.45
11034,NCM43,,Low Fat,0.0340989,Others,162.621,OUT019,1985,Small,Tier 1,Grocery Store,815.605
11035,NCK07,,Low Fat,0.0484509,Others,163.353,OUT027,1985,Medium,Tier 3,Supermarket Type3,3371.51
11036,NCM43,14.5,Low Fat,0.0325978,Others,163.621,OUT010,1998,Medium,Tier 3,Grocery Store,815.605
11037,NCM43,14.5,Low Fat,0.0194754,Others,163.621,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.03
11038,NCM43,14.5,Low Fat,0.0195056,Others,163.921,OUT049,1999,Medium,Tier 1,Supermarket Type1,2446.81
11039,NCK07,10.65,Low Fat,0.0487854,Others,163.953,OUT045,2002,Small,Tier 2,Supermarket Type1,1644.53
11040,NCK07,10.65,Low Fat,0.0486867,Others,164.153,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.98
11041,NCM43,,Low Fat,0.0193811,Others,164.321,OUT027,1985,Medium,Tier 3,Supermarket Type3,5546.11
11042,NCM43,14.5,Low Fat,0.0195855,Others,164.621,OUT017,2007,Medium,Tier 2,Supermarket Type1,2554.09
11043,NCM43,14.5,Low Fat,0.0194717,Others,164.821,OUT035,2004,Small,Tier 2,Supermarket Type1,2120.57
11044,NCM43,14.5,Low Fat,0.0195149,Others,165.121,OUT045,2002,Small,Tier 2,Supermarket Type1,2609.74
11045,NCK07,10.65,Low Fat,0.0487624,Others,165.253,OUT049,1999,Medium,Tier 1,Supermarket Type1,3946.86
11046,NCK07,10.65,Low Fat,0.0489621,Others,165.853,OUT017,2007,Medium,Tier 2,Supermarket Type1,3946.86
11047,NCK07,10.65,Low Fat,0.0486462,Others,166.153,OUT013,1987,High,Tier 3,Supermarket Type1,1875.7
11048,NCK07,10.65,Low Fat,0.048885,Others,166.153,OUT018,2009,Medium,Tier 3,Supermarket Type2,1973.43
11049,NCK07,10.65,Low Fat,0.0486775,Others,166.153,OUT035,2004,Small,Tier 2,Supermarket Type1,2466.79
11050,NCP43,17.75,Low Fat,0.0305689,Others,177.866,OUT045,2002,Small,Tier 2,Supermarket Type1,2336.96
11051,NCP43,17.75,Low Fat,0.0306796,Others,178.066,OUT017,2007,Medium,Tier 2,Supermarket Type1,3350.31
11052,NCP43,17.75,Low Fat,0.0306313,Others,178.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,2516.72
11053,NCP43,17.75,Low Fat,0.0305545,Others,179.166,OUT049,1999,Medium,Tier 1,Supermarket Type1,3466.41
11054,NCP43,17.75,Low Fat,0.0305071,Others,180.366,OUT046,1997,Small,Tier 1,Supermarket Type1,2336.96
11055,NCP43,17.75,Low Fat,0.0305013,Others,180.566,OUT035,2004,Small,Tier 2,Supermarket Type1,3415.55
11056,NCP43,,Low Fat,0.0303593,Others,181.166,OUT027,1985,Medium,Tier 3,Supermarket Type3,5967.39
11057,NCP43,17.75,Low Fat,0.0304817,Others,181.666,OUT013,1987,High,Tier 3,Supermarket Type1,3450.29
11058,NCP43,,Low Fat,0.0534139,Others,181.766,OUT019,1985,Small,Tier 1,Grocery Store,179.766
11059,NCN14,19.1,Low Fat,0.0919004,Others,182.561,OUT035,2004,Small,Tier 2,Supermarket Type1,3835.6
11060,NCN14,19.1,Low Fat,0.0919178,Others,182.761,OUT046,1997,Small,Tier 1,Supermarket Type1,1837.61
11061,NCN14,19.1,Low Fat,0.0920607,Others,183.761,OUT049,1999,Medium,Tier 1,Supermarket Type1,4777.78
11062,NCM55,15.6,Low Fat,0.0669979,Others,184.092,OUT018,2009,Medium,Tier 3,Supermarket Type2,3130.31
11063,NCN14,19.1,Low Fat,0.0922922,Others,184.261,OUT018,2009,Medium,Tier 3,Supermarket Type2,3695.35
11064,NCN14,,Low Fat,0.160936,Others,184.261,OUT019,1985,Small,Tier 1,Grocery Store,367.522
11065,NCM55,15.6,Low Fat,0.0667135,Others,184.292,OUT035,2004,Small,Tier 2,Supermarket Type1,3047.46
11066,NCN14,19.1,Low Fat,0.0,Others,184.461,OUT013,1987,High,Tier 3,Supermarket Type1,3734.59
11067,NCN14,,Low Fat,0.0914727,Others,184.661,OUT027,1985,Medium,Tier 3,Supermarket Type3,2756.41
11068,NCM55,15.6,Low Fat,0.111686,Others,184.792,OUT010,1998,Medium,Tier 3,Grocery Store,370.185
11069,NCN14,19.1,Low Fat,0.153852,Others,185.161,OUT010,1998,Medium,Tier 3,Grocery Store,551.282
11070,NCN14,19.1,Low Fat,0.0924377,Others,185.261,OUT017,2007,Medium,Tier 2,Supermarket Type1,1470.09
11071,NCM55,15.6,Low Fat,0.0666706,Others,185.292,OUT013,1987,High,Tier 3,Supermarket Type1,3092.9
11072,NCM55,15.6,Low Fat,0.0668299,Others,185.592,OUT049,1999,Medium,Tier 1,Supermarket Type1,3146.57
11073,NCN14,19.1,Low Fat,0.0921042,Others,185.661,OUT045,2002,Small,Tier 2,Supermarket Type1,3723.43
11074,NCM55,15.6,Low Fat,0.0668615,Others,185.792,OUT045,2002,Small,Tier 2,Supermarket Type1,3130.23
11075,NCM55,15.6,Low Fat,0.0667261,Others,185.892,OUT046,1997,Small,Tier 1,Supermarket Type1,3516.76
11076,NCM55,15.6,Low Fat,0.0671036,Others,186.592,OUT017,2007,Medium,Tier 2,Supermarket Type1,3056.38
11077,NCM55,,Low Fat,0.066403,Others,186.692,OUT027,1985,Medium,Tier 3,Supermarket Type3,2811.51
11078,NCN19,,Low Fat,0.012041,Others,188.253,OUT027,1985,Medium,Tier 3,Supermarket Type3,15634.4
11079,NCN19,13.1,Low Fat,0.0120973,Others,188.853,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.8
11080,NCN19,13.1,Low Fat,0.0121184,Others,188.853,OUT049,1999,Medium,Tier 1,Supermarket Type1,2671.89
11081,NCN19,13.1,Low Fat,0.0,Others,189.253,OUT046,1997,Small,Tier 1,Supermarket Type1,1518.02
11082,NCN19,,Low Fat,0.0211847,Others,189.553,OUT019,1985,Small,Tier 1,Grocery Store,379.506
11083,NCN19,13.1,Low Fat,0.0120895,Others,189.853,OUT013,1987,High,Tier 3,Supermarket Type1,3415.55
11084,NCN19,13.1,Low Fat,0.012168,Others,190.253,OUT017,2007,Medium,Tier 2,Supermarket Type1,4174.57
11085,NCN19,13.1,Low Fat,0.0121241,Others,190.753,OUT045,2002,Small,Tier 2,Supermarket Type1,2623.81
11086,NCN19,13.1,Low Fat,0.0121488,Others,191.353,OUT018,2009,Medium,Tier 3,Supermarket Type2,1328.27
11087,NCK19,9.8,Low Fat,0.0903904,Others,192.148,OUT013,1987,High,Tier 3,Supermarket Type1,2324.97
11088,NCK19,9.8,Low Fat,0.0908342,Others,192.248,OUT018,2009,Medium,Tier 3,Supermarket Type2,4068.7
11089,NCK19,,Low Fat,0.0900276,Others,192.548,OUT027,1985,Medium,Tier 3,Supermarket Type3,2138.77
11090,NCK19,9.8,Low Fat,0.0909773,Others,193.148,OUT017,2007,Medium,Tier 2,Supermarket Type1,2063.2
11091,NCK19,9.8,Low Fat,0.0904656,Others,193.648,OUT046,1997,Small,Tier 1,Supermarket Type1,3099.96
11092,NCK19,9.8,Low Fat,0.151421,Others,194.348,OUT010,1998,Medium,Tier 3,Grocery Store,387.496
11093,NCK19,9.8,Low Fat,0.0906491,Others,194.348,OUT045,2002,Small,Tier 2,Supermarket Type1,4649.95
11094,NCK19,9.8,Low Fat,0.0904485,Others,194.548,OUT035,2004,Small,Tier 2,Supermarket Type1,774.991
11095,NCK19,9.8,LF,0.0906063,Others,195.048,OUT049,1999,Medium,Tier 1,Supermarket Type1,2026.16
11096,NCO07,9.06,Low Fat,0.00983157,Others,211.156,OUT017,2007,Medium,Tier 2,Supermarket Type1,2027.86
11097,NCO07,9.06,Low Fat,0.00976813,Others,211.456,OUT013,1987,High,Tier 3,Supermarket Type1,2049.9
11098,NCO07,9.06,Low Fat,0.00981609,Others,211.856,OUT018,2009,Medium,Tier 3,Supermarket Type2,3621.95
11099,NCO07,,Low Fat,0.017117,Others,211.956,OUT019,1985,Small,Tier 1,Grocery Store,213.056
11100,NCO07,9.06,Low Fat,0.00979609,Others,212.156,OUT045,2002,Small,Tier 2,Supermarket Type1,2056.68
11101,NCO07,9.06,Low Fat,0.00977442,Others,212.856,OUT035,2004,Small,Tier 2,Supermarket Type1,2082.75
11102,NCO07,9.06,Low Fat,0.00979147,Others,213.256,OUT049,1999,Medium,Tier 1,Supermarket Type1,4687.23
11103,NCO07,,Low Fat,0.00972893,Others,213.656,OUT027,1985,Medium,Tier 3,Supermarket Type3,21960.9
11104,NCO07,9.06,Low Fat,0.00977627,Others,213.756,OUT046,1997,Small,Tier 1,Supermarket Type1,1065.28
11105,NCN55,14.6,Low Fat,0.0596112,Others,238.354,OUT045,2002,Small,Tier 2,Supermarket Type1,2163.18
11106,NCN55,14.6,Low Fat,0.059583,Others,238.854,OUT049,1999,Medium,Tier 1,Supermarket Type1,6008.85
11107,NCJ31,19.2,Low Fat,0.182502,Others,239.22,OUT013,1987,High,Tier 3,Supermarket Type1,5061.41
11108,NCN55,14.6,Low Fat,0.059827,Others,239.254,OUT017,2007,Medium,Tier 2,Supermarket Type1,3605.31
11109,NCJ31,19.2,Low Fat,0.183024,Others,239.32,OUT045,2002,Small,Tier 2,Supermarket Type1,4824.68
11110,NCN55,,Low Fat,0.0592024,Others,239.354,OUT027,1985,Medium,Tier 3,Supermarket Type3,4042.97
11111,NCN55,14.6,Low Fat,0.059441,Others,239.454,OUT013,1987,High,Tier 3,Supermarket Type1,3670.83
11112,NCJ31,19.2,LF,0.305725,Others,239.62,OUT010,1998,Medium,Tier 3,Grocery Store,5014.76
11113,NCJ31,19.2,Low Fat,0.183398,Others,239.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,5021.04
11114,NCJ31,19.2,Low Fat,0.182619,Others,239.92,OUT035,2004,Small,Tier 2,Supermarket Type1,5067.1
11115,NCJ31,,LF,0.181769,Others,240.62,OUT027,1985,Medium,Tier 3,Supermarket Type3,4579.37
11116,NCN55,14.6,Low Fat,0.0597328,Others,241.254,OUT018,2009,Medium,Tier 3,Supermarket Type2,5287.78
11117,NCN55,14.6,Low Fat,0.0594905,Others,241.454,OUT046,1997,Small,Tier 1,Supermarket Type1,3807.24
11118,NCN55,14.6,Low Fat,0.0995749,Others,241.754,OUT010,1998,Medium,Tier 3,Grocery Store,3741.38
11119,NCJ31,19.2,Low Fat,0.183687,Others,241.82,OUT017,2007,Medium,Tier 2,Supermarket Type1,1687.14
11120,NCN55,14.6,LF,0.0,Others,242.354,OUT035,2004,Small,Tier 2,Supermarket Type1,5287.78
11121,NCJ31,19.2,Low Fat,0.182654,Others,243.02,OUT046,1997,Small,Tier 1,Supermarket Type1,3374.27
11122,NCJ31,19.2,Low Fat,0.182938,Others,243.02,OUT049,1999,Medium,Tier 1,Supermarket Type1,3615.29
11123,NCL55,12.15,Low Fat,0.0649241,Others,251.204,OUT018,2009,Medium,Tier 3,Supermarket Type2,3204.74
11124,NCL55,12.15,Low Fat,0.0646485,Others,253.404,OUT035,2004,Small,Tier 2,Supermarket Type1,4807.08
11125,NCL55,,Low Fat,0.0643476,Others,253.504,OUT027,1985,Medium,Tier 3,Supermarket Type3,3939.61
11126,NCL55,12.15,LF,0.0646069,Others,253.604,OUT013,1987,High,Tier 3,Supermarket Type1,3235.35
11127,NCL55,12.15,Low Fat,0.0650264,Others,253.704,OUT017,2007,Medium,Tier 2,Supermarket Type1,5060.08
11128,NCL55,12.15,Low Fat,0.0647918,Others,254.004,OUT045,2002,Small,Tier 2,Supermarket Type1,2277.04
11129,NCL55,12.15,LF,0.0,Others,254.004,OUT049,1999,Medium,Tier 1,Supermarket Type1,3363.9
11130,NCL55,,Low Fat,0.113213,Others,254.604,OUT019,1985,Small,Tier 1,Grocery Store,759.012
11131,NCL55,12.15,Low Fat,0.0,Others,254.904,OUT046,1997,Small,Tier 1,Supermarket Type1,4048.06
11132,FDJ45,,Low Fat,0.0730551,Seafood,33.7216,OUT027,1985,Medium,Tier 3,Supermarket Type3,1281.0
11133,FDJ45,17.75,low fat,0.0735595,Seafood,33.9216,OUT045,2002,Small,Tier 2,Supermarket Type1,830.918
11134,FDJ45,17.75,Low Fat,0.0733496,Seafood,34.2216,OUT013,1987,High,Tier 3,Supermarket Type1,934.783
11135,FDJ45,,Low Fat,0.128533,Seafood,34.2216,OUT019,1985,Small,Tier 1,Grocery Store,173.108
11136,FDJ45,17.75,Low Fat,0.0738259,Seafood,34.8216,OUT017,2007,Medium,Tier 2,Supermarket Type1,661.349
11137,FDJ45,17.75,Low Fat,0.0735248,Seafood,34.8216,OUT049,1999,Medium,Tier 1,Supermarket Type1,207.73
11138,FDJ45,17.75,LF,0.0737097,Seafood,35.1216,OUT018,2009,Medium,Tier 3,Supermarket Type2,415.459
11139,FDJ45,17.75,Low Fat,0.0733968,Seafood,35.1216,OUT035,2004,Small,Tier 2,Supermarket Type1,830.918
11140,FDJ45,17.75,Low Fat,0.0734106,Seafood,35.9216,OUT046,1997,Small,Tier 1,Supermarket Type1,694.993
11141,FDH09,12.6,Low Fat,0.0560309,Seafood,50.7982,OUT013,1987,High,Tier 3,Supermarket Type1,697.662
11142,FDH09,12.6,Low Fat,0.056067,Seafood,50.7982,OUT035,2004,Small,Tier 2,Supermarket Type1,473.384
11143,FDH09,12.6,Low Fat,0.0563948,Seafood,51.3982,OUT017,2007,Medium,Tier 2,Supermarket Type1,473.384
11144,FDH09,12.6,Low Fat,0.056306,Seafood,51.3982,OUT018,2009,Medium,Tier 3,Supermarket Type2,692.951
11145,FDH09,12.6,Low Fat,0.0561648,Seafood,51.8982,OUT049,1999,Medium,Tier 1,Supermarket Type1,473.384
11146,FDH09,12.6,Low Fat,0.0560776,Seafood,52.1982,OUT046,1997,Small,Tier 1,Supermarket Type1,697.159
11147,FDH09,,Low Fat,0.055806,Seafood,52.4982,OUT027,1985,Medium,Tier 3,Supermarket Type3,1209.76
11148,FDH09,12.6,Low Fat,0.0561913,Seafood,53.2982,OUT045,2002,Small,Tier 2,Supermarket Type1,736.375
11149,FDF33,7.97,Low Fat,0.0215792,Seafood,105.96,OUT045,2002,Small,Tier 2,Supermarket Type1,2049.33
11150,FDF33,7.97,Low Fat,0.021569,Seafood,106.46,OUT049,1999,Medium,Tier 1,Supermarket Type1,916.362
11151,FDF33,7.97,Low Fat,0.036046,Seafood,107.56,OUT010,1998,Medium,Tier 3,Grocery Store,431.438
11152,FDF33,7.97,Low Fat,0.0216232,Seafood,107.66,OUT018,2009,Medium,Tier 3,Supermarket Type2,1833.61
11153,FDF33,7.97,Low Fat,0.0215176,Seafood,108.26,OUT013,1987,High,Tier 3,Supermarket Type1,940.484
11154,FDF33,7.97,LF,0.0215314,Seafood,108.46,OUT035,2004,Small,Tier 2,Supermarket Type1,3020.07
11155,FDF33,,Low Fat,0.0,Seafood,109.46,OUT027,1985,Medium,Tier 3,Supermarket Type3,1833.61
11156,FDF33,7.97,Low Fat,0.0216573,Seafood,109.56,OUT017,2007,Medium,Tier 2,Supermarket Type1,916.849
11157,FDF33,7.97,Low Fat,0.0215355,Seafood,109.66,OUT046,1997,Small,Tier 1,Supermarket Type1,935.166
11158,FDK45,11.65,Low Fat,0.0339269,Seafood,111.586,OUT045,2002,Small,Tier 2,Supermarket Type1,3395.58
11159,FDK45,,Low Fat,0.0592813,Seafood,111.586,OUT019,1985,Small,Tier 1,Grocery Store,339.558
11160,FDK45,11.65,Low Fat,0.03383,Seafood,111.686,OUT013,1987,High,Tier 3,Supermarket Type1,1584.6
11161,FDK45,11.65,Low Fat,0.0338518,Seafood,112.186,OUT035,2004,Small,Tier 2,Supermarket Type1,1018.67
